staid,stnwtcid,stnsite,stnnumber,stnname,stnstatus,statype,stncatchment,stnlatitude,stnlongitude,stnelevation,stnelevationhydro,stnelevationmet,stnelevationgeneral,stndatum,stneasting,stnnorthing,stnisin,stngeneraldescription,stnfunchydrometric,stnfuncgroundwater,stnfuncmeteorological,stnfuncwaterquality,stnfuncicemonitoring,stntemplategroundwater,stntemplatehydrometric,stntemplatewaterquality,stntemplateicemonitoring,stngroundwaterpipeheight,stngroundwaterdatum,stnhydrometricdatum,stnaafrd,stnaemonitoringbranch,stnaenvregion,stnaenvstationtype,stnarc,stnacquisitionmethod,stnacquisitionplatform,stnaffectedbyhumanactivity,stnaliasfires,stnaliasmscclimate,stnaliasmsctc,stnaliasmscwmo,stnaliasnewleaf,stnaliassnow,stnaliastsmlocation,stnaliastsmsite,stnaquifer,stnaquifertype,stnarchivedatacomments,stnarealextent,stnassessmentdatabasewellname,stnassessmentandinterpretation,stnbankproperties,stnbenchmarks,stnbridgeangle,stncbm,stnclbr,stnca,stncameravideo,stncatchmentsize,stnchemexcel,stncl,stncompletion,stnconversionfactor,stnconverttodatum,stndatacollection,stndateagreementsigned,stndatumofpublisheddata,stndepthm,stndepthclass,stndiametermm,stndistancetoconfluence,stndrainageareaeffective,stndrainageareagross,stndrainagebasin,stndrilldate,stndrought,stnelog,stnercblicence,stnercbwellname,stnelevationquality,stnendofavailabledata,stnenvnumber,stnequipmentassetvalue,stnequipmenttype,stnexpirydate,stnf,stnfe,stnfirstwqsampledate,stnformation,stngicwellid,stngamma,stngaugingtype,stngroundproperties,stnhg,stnhq,stninusesince,stnlsd,stnlandowner,stnlanduseagreement,stnlatlongquality,stnlegals,stnlithology,stnlocalandothercontacts,stnlocationdescription,stnmapsheet,stnmeridian,stnmg,stnmiscstationaliases,stnmiscstationaliasesremarks,stnmonitoring,stnmsllstation,stnnh4,stnno2no3,stnnrtstation,stnna,stnobswell,stnoperationalstatusdetails,stnoperator,stnowner,stnpercentownedbyaenv,stnperiodofoperationattr,stnposatriver,stnprimarywellnetwork,stnproductionm,stnprojectcode,stnprovincialstationid,stnprovincialstationwellname,stnpumptestdate,stnpumptesthrs,stnq20,stnqa,stnrange,stnremotestation,stnso4,stnsamplingcomments,stnsamplingdate,stnsecondarynumber,stnsection,stnshelterfloor,stnstationcodegown,stnsubbasin,stnsubwellnetwork,stnsurfacewaterinteraction,stnsurfacewaterobject,stntau,stntds,stnthmgcaco3l,stntran,stntsm,stntsmlongname,stnthermal,stntopofbank,stntownship,stntypeoflanduseagreement,stnutmzone,stnvalueofdata,stnwds,stnwdsstationno,stnwl,stnwmo,stnwqwellid,stnwaterobjecttype,stnwaterqualitytype,stnwebpublicstationstatus,stnwellconstructioncondcamerar,stnwellmaterials,stnwellreplacementcost,stnph,,statemplate
321422,11658,AB,BCHYDRO-005_HH,Peace River at Sunny Valley HH,,Hydrometric,Peace River-Peace/Slave River,56.844744,-117.269874,,,,,0,,,---,,1,0,0,0,0,,RiverType4-HH,,,,,0,,,,River/Stream,,GOES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,BC Hydro,BC Hydro,,01/01-12/31,,,,,,,,,,,,,,,,,,,,,,,Peace River,,,,,,,,,,,,,,,,,,River,,,,,,,,RiverType4-HH
189241,11656,AB,BCHYDRO-007_HH,Peace River at South End of Townsite well level,Active,Hydrometric,Peace River-Peace/Slave River,56.224654,-117.285104,,,,,0,,,---,,1,0,0,0,0,,RiverType4-HH,,,,,0,,,,River/Stream,,GOES,,,,,,,RPEASTOWHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,1,,,,BC Hydro,BC Hydro,,01/01-12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,RiverType4-HH
244674,1,AB,RAMP-L1,McClelland Lake,Active,Hydrometric,,57.48985373,-111.276409,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244675,1,AB,RAMP-L2,Kearl Lake,Active,Hydrometric,,57.30226125,-111.251334,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244676,1,AB,RAMP-L3,Isadore's Lake,Active,Hydrometric,,57.22851199,-111.607921,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244677,1,AB,RAMP-S02,Jackpine Creek at Canterra Road,Active,Hydrometric,,57.23553272,-111.411972,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244678,1,AB,RAMP-S03,Iyinimin Creek above Kearl Lake,Active,Hydrometric,,57.24820567,-111.174155,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244679,1,AB,RAMP-S04,Blackfly Creek near the Mouth,Discontinued,Hydrometric,,57.20443201,-111.257075,,,,,0,,,---,"This station includes data from S04 and S04a, which have the same name in RAMP.",1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244680,1,AB,RAMP-S05,Muskeg River above Stanley Creek,Active,Hydrometric,,57.35138241,-111.335361,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244681,1,AB,RAMP-S05A,Muskeg River above Muskeg Creek,Active,Hydrometric,,57.3067287,-111.3967,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S05A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244682,1,AB,RAMP-S06,Mills Creek at Highway 63,Active,Hydrometric,,57.24432786,-111.599366,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244683,1,AB,RAMP-S08,Stanley Creek near the Mouth,Discontinued,Hydrometric,,57.35166414,-111.375564,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244684,1,AB,RAMP-S09,Kearl Lake Outlet,Active,Hydrometric,,57.26350571,-111.265593,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244685,1,AB,RAMP-S10,Wapasu Creek at Canterra Road,Discontinued,Hydrometric,,57.34625468,-111.161642,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244686,1,AB,RAMP-S12,Fort Creek at Highway 63,Active,Hydrometric,,57.41181535,-111.622557,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244687,1,AB,RAMP-S13,Albian Pond 3 Outlet,Discontinued,Hydrometric,,57.24420334,-111.516097,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244688,1,AB,RAMP-S14,Ells River above Joslyn Creek,Discontinued,Hydrometric,,57.28619023,-111.708193,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244689,1,AB,RAMP-S14A,Ells River at the CNRL Bridge,Active,Hydrometric,,57.24545032,-111.733296,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244690,1,AB,RAMP-S16,Calumet River near the Mouth,Discontinued,Hydrometric,,57.39802033,-111.69742,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244691,1,AB,RAMP-S17,Tar River Upland Tributary,Discontinued,Hydrometric,,57.36374395,-111.925459,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244692,1,AB,RAMP-S18,Calumet River Upland,Discontinued,Hydrometric,,57.44587913,-111.788054,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244693,1,AB,RAMP-S18A,Calumet River Upland Tributary,Discontinued,Hydrometric,,57.40791601,-111.813421,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S18A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244694,1,AB,RAMP-S19,Tar River Lowland Tributary near the Mouth,Active,Hydrometric,,57.31492478,-111.705558,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244695,1,AB,RAMP-S20,Muskeg River Upland,Active,Hydrometric,,57.34419709,-111.13116,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244696,1,AB,RAMP-S21,Shelley Creek near the Mouth,Discontinued,Hydrometric,,57.27380514,-111.391056,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244697,1,AB,RAMP-S22,Muskeg Creek near the Mouth,Active,Hydrometric,,57.28423982,-111.315673,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244698,1,AB,RAMP-S23,Aurora Boundary Weir,Discontinued,Hydrometric,,57.29153183,-111.492519,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244699,1,AB,RAMP-S24,Athabasca River below Eymundson Creek,Active,Hydrometric,,57.49618084,-111.562043,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244700,1,AB,RAMP-S25,Susan Lake Outlet,Active,Hydrometric,,57.45780404,-111.591821,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244701,1,AB,RAMP-S28,Khahago Creek below Black Fly Creek,Discontinued,Hydrometric,,57.22236274,-111.32311,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244702,1,AB,RAMP-S30,Hangingstone River at Highway 63,Discontinued,Hydrometric,,56.41790606,-111.37461,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244703,1,AB,RAMP-S31,Hangingstone Creek at North Star Road,Active,Hydrometric,,56.26871965,-111.487874,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244704,1,AB,RAMP-S32,Surmont Creek at Highway 881,Active,Hydrometric,,56.4346951,-111.157132,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244705,1,AB,RAMP-S33,Muskeg River at the Aurora / Albian Boundary,Active,Hydrometric,,57.29412298,-111.416874,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244706,1,AB,RAMP-S34,Tar River above CNRL Lake,Active,Hydrometric,,57.39412349,-111.986157,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244707,1,AB,RAMP-S35,McClelland Lake Outlet below McClelland Lake,Discontinued,Hydrometric,,57.50448318,-111.269416,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244708,1,AB,RAMP-S37,East Jackpine Creek near the 1300 m Contour,Active,Hydrometric,,57.0720491,-111.20056,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244709,1,AB,RAMP-S40,MacKay River at Petro-Canada Bridge,Active,Hydrometric,,56.96861481,-111.904257,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244710,1,AB,RAMP-S45,Ells River above Joslyn Creek Diversion,Active,Hydrometric,,57.22299546,-111.973422,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244711,1,AB,RAMP-S48,Big Creek,Active,Hydrometric,,57.64337931,-111.488862,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244712,1,AB,RAMP-S49,Eymundson Creek,Active,Hydrometric,,57.49552089,-111.57604,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244713,1,AB,RAMP-S50,Red Clay Creek,Discontinued,Hydrometric,,57.70633879,-111.420295,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244714,1,AB,RAMP-S55,Gregoire River near the mouth,Active,Hydrometric,,56.48421695,-110.834637,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244715,1,AB,RAMP-S57,Sunday Creek above Christina Lake,Active,Hydrometric,,55.57167263,-110.901326,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244716,1,AB,RAMP-S58,Sawbones Creek above Christina Lake,Active,Hydrometric,,55.65065831,-110.817589,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244717,1,AB,RAMP-S60,Unnamed Creek South of Christina Lake,Active,Hydrometric,,55.58473075,-110.823193,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244718,1,AB,RAMP-S61,Christina River Above Statoil Leismer,Active,Hydrometric,,55.88838948,-111.542999,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244719,1,AB,RAMP-S62,Birch Creek at Highway 881,Active,Hydrometric,,55.61449208,-111.124644,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244720,1,AB,RAMP-S63,Sunday Creek at Highway 881,Active,Hydrometric,,55.56126454,-111.090642,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244721,1,AB,RAMP-S64,Unnamed Creek East of Christina Lake,Active,Hydrometric,,55.61837785,-110.719852,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
244722,1,AB,RAMP-S65,Greenstockings Creek at the East Athabasca Hwy,Active,Hydrometric,,57.14056839,-111.167767,,,,,0,,,---,,1,0,0,0,0,,,,,,,0,,,,River/Stream,,,,,,,,,RAMP-S65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,,,
